COUNTY,RACE,YEAR,POP
Perry,NHIA,2018,110
Perry,NHIA,2019,119
Perry,NHIA,2020,232
Perry,NHIA,2021,119
Perry,NHIA,2022,120
Perry,NHIA,2023,122
Perry,NHNA,2010,12
Perry,NHNA,2011,6
Perry,NHNA,2012,6
Perry,NHNA,2013,9
Perry,NHNA,2014,10
Perry,NHNA,2015,11
Perry,NHNA,2016,19
Perry,NHNA,2017,26
Perry,NHNA,2018,32
Perry,NHNA,2019,41
Perry,NHNA,2020,93
Perry,NHNA,2021,47
Perry,NHNA,2022,46
Perry,NHNA,2023,46
Perry,NHTOM,2010,865
Perry,NHTOM,2011,448
Perry,NHTOM,2012,437
Perry,NHTOM,2013,431
Perry,NHTOM,2014,471
Perry,NHTOM,2015,489
Perry,NHTOM,2016,501
Perry,NHTOM,2017,501
Perry,NHTOM,2018,501
Perry,NHTOM,2019,510
Perry,NHTOM,2020,1034
Perry,NHTOM,2021,548
Perry,NHTOM,2022,569
Perry,NHTOM,2023,578
Perry,NHWA,2010,70355
Perry,NHWA,2011,35307
Perry,NHWA,2012,35035
Perry,NHWA,2013,35028
Perry,NHWA,2014,34876
Perry,NHWA,2015,34881
Perry,NHWA,2016,34888
Perry,NHWA,2017,34807
Perry,NHWA,2018,34859
Perry,NHWA,2019,34896
Perry,NHWA,2020,69202
Perry,NHWA,2021,34184
Perry,NHWA,2022,34117
Perry,NHWA,2023,34140
Perry,TOM,2010,895
Perry,TOM,2011,466
Perry,TOM,2012,458
Perry,TOM,2013,452
Perry,TOM,2014,491
Perry,TOM,2015,507
Perry,TOM,2016,519
Perry,TOM,2017,521
Perry,TOM,2018,522
Perry,TOM,2019,533
Perry,TOM,2020,1084
Perry,TOM,2021,580
Perry,TOM,2022,601
Perry,TOM,2023,611
Perry,TOT,2010,72095
Perry,TOT,2011,36229
Perry,TOT,2012,35983
Perry,TOT,2013,36000
Perry,TOT,2014,35926
Perry,TOT,2015,35970
Perry,TOT,2016,36015
Perry,TOT,2017,35975
Perry,TOT,2018,36046
Perry,TOT,2019,36127
Perry,TOT,2020,71661
Perry,TOT,2021,35464
Perry,TOT,2022,35471
Perry,TOT,2023,35551
Perry,WA,2010,70679
Perry,WA,2011,35494
Perry,WA,2012,35228
Perry,WA,2013,35233
Perry,WA,2014,35102
Perry,WA,2015,35128
Perry,WA,2016,35145
Perry,WA,2017,35082
Perry,WA,2018,35125
Perry,WA,2019,35168
Perry,WA,2020,69691
Perry,WA,2021,34418
Perry,WA,2022,34369
Perry,WA,2023,34424
Pickaway,AA,2010,455
Pickaway,AA,2011,232
Pickaway,AA,2012,239
Pickaway,AA,2013,236
Pickaway,AA,2014,242
Pickaway,AA,2015,261
Pickaway,AA,2016,270
Pickaway,AA,2017,287
Pickaway,AA,2018,299
Pickaway,AA,2019,314
Pickaway,AA,2020,654
Pickaway,AA,2021,333
Pickaway,AA,2022,376
Pickaway,AA,2023,381
Pickaway,BA,2010,3781
Pickaway,BA,2011,1876
Pickaway,BA,2012,2001
Pickaway,BA,2013,2032
Pickaway,BA,2014,2053
Pickaway,BA,2015,2010
Pickaway,BA,2016,2222
Pickaway,BA,2017,2221
Pickaway,BA,2018,2268
Pickaway,BA,2019,2286
Pickaway,BA,2020,4382
Pickaway,BA,2021,2078
Pickaway,BA,2022,2249
Pickaway,BA,2023,2430
Pickaway,HAA,2010,22
Pickaway,HAA,2011,11
Pickaway,HAA,2012,11
Pickaway,HAA,2013,11
Pickaway,HAA,2014,11
Pickaway,HAA,2015,11
Pickaway,HAA,2016,11
Pickaway,HAA,2017,12
Pickaway,HAA,2018,11
Pickaway,HAA,2019,11
Pickaway,HAA,2020,20
Pickaway,HAA,2021,10
Pickaway,HAA,2022,10
Pickaway,HAA,2023,10
Pickaway,HBA,2010,22
Pickaway,HBA,2011,12
Pickaway,HBA,2012,14
Pickaway,HBA,2013,18
Pickaway,HBA,2014,21
Pickaway,HBA,2015,26
Pickaway,HBA,2016,31
Pickaway,HBA,2017,43
Pickaway,HBA,2018,60
Pickaway,HBA,2019,63
Pickaway,HBA,2020,150
Pickaway,HBA,2021,84
Pickaway,HBA,2022,97
Pickaway,HBA,2023,96
Pickaway,HIA,2010,23
Pickaway,HIA,2011,23
Pickaway,HIA,2012,25
Pickaway,HIA,2013,26
Pickaway,HIA,2014,27
Pickaway,HIA,2015,30
Pickaway,HIA,2016,31
Pickaway,HIA,2017,43
Pickaway,HIA,2018,46
Pickaway,HIA,2019,43
Pickaway,HIA,2020,82
Pickaway,HIA,2021,41
Pickaway,HIA,2022,41
Pickaway,HIA,2023,35
Pickaway,HNA,2010,0
Pickaway,HNA,2011,0
Pickaway,HNA,2012,0
Pickaway,HNA,2013,2
Pickaway,HNA,2014,2
Pickaway,HNA,2015,0
Pickaway,HNA,2016,0
Pickaway,HNA,2017,3
Pickaway,HNA,2018,3
Pickaway,HNA,2019,3
Pickaway,HNA,2020,6
Pickaway,HNA,2021,9
Pickaway,HNA,2022,11
Pickaway,HNA,2023,8
Pickaway,HTOM,2010,54
Pickaway,HTOM,2011,26
Pickaway,HTOM,2012,29
Pickaway,HTOM,2013,37
Pickaway,HTOM,2014,45
Pickaway,HTOM,2015,50
Pickaway,HTOM,2016,44
Pickaway,HTOM,2017,41
Pickaway,HTOM,2018,41
Pickaway,HTOM,2019,47
Pickaway,HTOM,2020,99
Pickaway,HTOM,2021,47
Pickaway,HTOM,2022,52
Pickaway,HTOM,2023,71
Pickaway,HWA,2010,1075
Pickaway,HWA,2011,572
Pickaway,HWA,2012,587
Pickaway,HWA,2013,650
Pickaway,HWA,2014,647
Pickaway,HWA,2015,671
Pickaway,HWA,2016,672
Pickaway,HWA,2017,680
Pickaway,HWA,2018,692
Pickaway,HWA,2019,725
Pickaway,HWA,2020,1537
Pickaway,HWA,2021,798
Pickaway,HWA,2022,938
Pickaway,HWA,2023,1048
Pickaway,IA,2010,220
Pickaway,IA,2011,127
Pickaway,IA,2012,132
Pickaway,IA,2013,140
Pickaway,IA,2014,146
Pickaway,IA,2015,144
Pickaway,IA,2016,155
Pickaway,IA,2017,169
Pickaway,IA,2018,172
Pickaway,IA,2019,169
Pickaway,IA,2020,341
Pickaway,IA,2021,179
Pickaway,IA,2022,181
Pickaway,IA,2023,182
Pickaway,NHAA,2010,433
Pickaway,NHAA,2011,221
Pickaway,NHAA,2012,228
Pickaway,NHAA,2013,225
Pickaway,NHAA,2014,231
Pickaway,NHAA,2015,250
Pickaway,NHAA,2016,259
Pickaway,NHAA,2017,275
Pickaway,NHAA,2018,288
Pickaway,NHAA,2019,303
Pickaway,NHAA,2020,634
Pickaway,NHAA,2021,323
Pickaway,NHAA,2022,366
Pickaway,NHAA,2023,371
Pickaway,NHBA,2010,3759
Pickaway,NHBA,2011,1864
Pickaway,NHBA,2012,1987
Pickaway,NHBA,2013,2014
Pickaway,NHBA,2014,2032
Pickaway,NHBA,2015,1984
Pickaway,NHBA,2016,2191
Pickaway,NHBA,2017,2178
Pickaway,NHBA,2018,2208
Pickaway,NHBA,2019,2223
Pickaway,NHBA,2020,4232
Pickaway,NHBA,2021,1994
Pickaway,NHBA,2022,2152
Pickaway,NHBA,2023,2334
Pickaway,NHIA,2010,197
Pickaway,NHIA,2011,104
Pickaway,NHIA,2012,107
Pickaway,NHIA,2013,114
Pickaway,NHIA,2014,119
Pickaway,NHIA,2015,114
Pickaway,NHIA,2016,124
Pickaway,NHIA,2017,126
Pickaway,NHIA,2018,126
Pickaway,NHIA,2019,126
Pickaway,NHIA,2020,259
Pickaway,NHIA,2021,138
Pickaway,NHIA,2022,140
Pickaway,NHIA,2023,147
Pickaway,NHNA,2010,21
Pickaway,NHNA,2011,11
Pickaway,NHNA,2012,16
Pickaway,NHNA,2013,17
Pickaway,NHNA,2014,16
Pickaway,NHNA,2015,18
Pickaway,NHNA,2016,13
Pickaway,NHNA,2017,13
Pickaway,NHNA,2018,15
Pickaway,NHNA,2019,16
Pickaway,NHNA,2020,30
Pickaway,NHNA,2021,17
Pickaway,NHNA,2022,17
Pickaway,NHNA,2023,18
Pickaway,NHTOM,2010,1230
Pickaway,NHTOM,2011,646
Pickaway,NHTOM,2012,703
Pickaway,NHTOM,2013,725
Pickaway,NHTOM,2014,772
Pickaway,NHTOM,2015,809
Pickaway,NHTOM,2016,849
Pickaway,NHTOM,2017,872
Pickaway,NHTOM,2018,892
Pickaway,NHTOM,2019,934
Pickaway,NHTOM,2020,1939
Pickaway,NHTOM,2021,1045
Pickaway,NHTOM,2022,1123
Pickaway,NHTOM,2023,1153
Pickaway,NHWA,2010,104704
Pickaway,NHWA,2011,52456
Pickaway,NHWA,2012,52528
Pickaway,NHWA,2013,52513
Pickaway,NHWA,2014,52780
Pickaway,NHWA,2015,53028
Pickaway,NHWA,2016,53288
Pickaway,NHWA,2017,53483
Pickaway,NHWA,2018,53717
Pickaway,NHWA,2019,54027
Pickaway,NHWA,2020,108326
Pickaway,NHWA,2021,54259
Pickaway,NHWA,2022,55060
Pickaway,NHWA,2023,55795
Pickaway,TOM,2010,1284
Pickaway,TOM,2011,672
Pickaway,TOM,2012,732
Pickaway,TOM,2013,762
Pickaway,TOM,2014,817
Pickaway,TOM,2015,859
Pickaway,TOM,2016,893
Pickaway,TOM,2017,913
Pickaway,TOM,2018,933
Pickaway,TOM,2019,981
Pickaway,TOM,2020,2038
Pickaway,TOM,2021,1092
Pickaway,TOM,2022,1175
Pickaway,TOM,2023,1224
Pickaway,TOT,2010,111540
Pickaway,TOT,2011,55946
Pickaway,TOT,2012,56235
Pickaway,TOT,2013,56352
Pickaway,TOT,2014,56703
Pickaway,TOT,2015,56991
Pickaway,TOT,2016,57513
Pickaway,TOT,2017,57769
Pickaway,TOT,2018,58099
Pickaway,TOT,2019,58521
Pickaway,TOT,2020,117314
Pickaway,TOT,2021,58765
Pickaway,TOT,2022,60007
Pickaway,TOT,2023,61086
Pickaway,WA,2010,105779
Pickaway,WA,2011,53028
Pickaway,WA,2012,53115
Pickaway,WA,2013,53163
Pickaway,WA,2014,53427
Pickaway,WA,2015,53699
Pickaway,WA,2016,53960
Pickaway,WA,2017,54163
Pickaway,WA,2018,54409
Pickaway,WA,2019,54752
Pickaway,WA,2020,109863
Pickaway,WA,2021,55057
Pickaway,WA,2022,55998
Pickaway,WA,2023,56843
Ross,AA,2010,628
Ross,AA,2011,334
Ross,AA,2012,336
Ross,AA,2013,373
Ross,AA,2014,380
Ross,AA,2015,404
Ross,AA,2016,405
Ross,AA,2017,399
Ross,AA,2018,426
Ross,AA,2019,421
Ross,AA,2020,788
Ross,AA,2021,390
Ross,AA,2022,400
Ross,AA,2023,431
Ross,BA,2010,9777
Ross,BA,2011,4745
Ross,BA,2012,4640
Ross,BA,2013,4608
Ross,BA,2014,4618
Ross,BA,2015,4547
Ross,BA,2016,4552
Ross,BA,2017,4731
Ross,BA,2018,4477
Ross,BA,2019,4349
Ross,BA,2020,8696
Ross,BA,2021,4282
Ross,BA,2022,4396
Ross,BA,2023,4391
Ross,HAA,2010,12
Ross,HAA,2011,7
Ross,HAA,2012,7
Ross,HAA,2013,7
Ross,HAA,2014,6
Ross,HAA,2015,6
Ross,HAA,2016,7
Ross,HAA,2017,7
Ross,HAA,2018,9
Ross,HAA,2019,11
Ross,HAA,2020,21
Ross,HAA,2021,11
Ross,HAA,2022,11
Ross,HAA,2023,12
Ross,HBA,2010,105
Ross,HBA,2011,52
Ross,HBA,2012,59
Ross,HBA,2013,64
Ross,HBA,2014,65
Ross,HBA,2015,61
Ross,HBA,2016,68
Ross,HBA,2017,69
Ross,HBA,2018,66
Ross,HBA,2019,78
Ross,HBA,2020,163
Ross,HBA,2021,69
Ross,HBA,2022,84
Ross,HBA,2023,81
Ross,HIA,2010,42
Ross,HIA,2011,20
Ross,HIA,2012,24
Ross,HIA,2013,25
Ross,HIA,2014,27
Ross,HIA,2015,34
Ross,HIA,2016,28
Ross,HIA,2017,32
Ross,HIA,2018,34
Ross,HIA,2019,38
Ross,HIA,2020,74
Ross,HIA,2021,33
Ross,HIA,2022,35
Ross,HIA,2023,41
Ross,HNA,2010,4
Ross,HNA,2011,2
Ross,HNA,2012,5
Ross,HNA,2013,5
Ross,HNA,2014,5
Ross,HNA,2015,5
Ross,HNA,2016,5
Ross,HNA,2017,5
Ross,HNA,2018,5
Ross,HNA,2019,5
Ross,HNA,2020,9
Ross,HNA,2021,4
Ross,HNA,2022,6
Ross,HNA,2023,9
Ross,HTOM,2010,149
Ross,HTOM,2011,70
Ross,HTOM,2012,73
Ross,HTOM,2013,75
Ross,HTOM,2014,89
Ross,HTOM,2015,86
Ross,HTOM,2016,95
Ross,HTOM,2017,97
Ross,HTOM,2018,101
Ross,HTOM,2019,110
Ross,HTOM,2020,240
Ross,HTOM,2021,116
Ross,HTOM,2022,125
Ross,HTOM,2023,134
Ross,HWA,2010,1203
Ross,HWA,2011,674
Ross,HWA,2012,681
Ross,HWA,2013,673
Ross,HWA,2014,693
Ross,HWA,2015,697
Ross,HWA,2016,728
Ross,HWA,2017,765
Ross,HWA,2018,806
Ross,HWA,2019,822
Ross,HWA,2020,1628
Ross,HWA,2021,792
Ross,HWA,2022,838
Ross,HWA,2023,853
Ross,IA,2010,477
Ross,IA,2011,232
Ross,IA,2012,235
Ross,IA,2013,243
Ross,IA,2014,245
Ross,IA,2015,256
Ross,IA,2016,251
Ross,IA,2017,247
Ross,IA,2018,254
Ross,IA,2019,276
Ross,IA,2020,546
Ross,IA,2021,268
Ross,IA,2022,284
Ross,IA,2023,288
Ross,NHAA,2010,616
Ross,NHAA,2011,327
Ross,NHAA,2012,329
Ross,NHAA,2013,366
Ross,NHAA,2014,374
Ross,NHAA,2015,398
Ross,NHAA,2016,398
Ross,NHAA,2017,392
Ross,NHAA,2018,417
Ross,NHAA,2019,410
Ross,NHAA,2020,767
Ross,NHAA,2021,379
Ross,NHAA,2022,389
Ross,NHAA,2023,419
Ross,NHBA,2010,9672
Ross,NHBA,2011,4693
Ross,NHBA,2012,4581
Ross,NHBA,2013,4544
Ross,NHBA,2014,4553
Ross,NHBA,2015,4486
Ross,NHBA,2016,4484
Ross,NHBA,2017,4662
Ross,NHBA,2018,4411
Ross,NHBA,2019,4271
Ross,NHBA,2020,8533
Ross,NHBA,2021,4213
Ross,NHBA,2022,4312
Ross,NHBA,2023,4310
Ross,NHIA,2010,435
Ross,NHIA,2011,212
Ross,NHIA,2012,211
Ross,NHIA,2013,218
Ross,NHIA,2014,218
Ross,NHIA,2015,222
Ross,NHIA,2016,223
Ross,NHIA,2017,215
Ross,NHIA,2018,220
Ross,NHIA,2019,238
Ross,NHIA,2020,472
Ross,NHIA,2021,235
Ross,NHIA,2022,249
Ross,NHIA,2023,247
Ross,NHNA,2010,13
Ross,NHNA,2011,6
Ross,NHNA,2012,6
Ross,NHNA,2013,6
Ross,NHNA,2014,12
Ross,NHNA,2015,13
Ross,NHNA,2016,17
Ross,NHNA,2017,20
Ross,NHNA,2018,19
Ross,NHNA,2019,20
Ross,NHNA,2020,39
Ross,NHNA,2021,21
Ross,NHNA,2022,24
Ross,NHNA,2023,32
Ross,NHTOM,2010,3012
Ross,NHTOM,2011,1574
Ross,NHTOM,2012,1609
Ross,NHTOM,2013,1676
Ross,NHTOM,2014,1686
Ross,NHTOM,2015,1736
Ross,NHTOM,2016,1783
Ross,NHTOM,2017,1847
Ross,NHTOM,2018,1861
Ross,NHTOM,2019,1962
Ross,NHTOM,2020,4021
Ross,NHTOM,2021,2014
Ross,NHTOM,2022,2070
Ross,NHTOM,2023,2170
Ross,NHWA,2010,140929
Ross,NHWA,2011,69957
Ross,NHWA,2012,69774
Ross,NHWA,2013,69640
Ross,NHWA,2014,69388
Ross,NHWA,2015,69323
Ross,NHWA,2016,69052
Ross,NHWA,2017,69188
Ross,NHWA,2018,68910
Ross,NHWA,2019,68648
Ross,NHWA,2020,137502
Ross,NHWA,2021,68613
Ross,NHWA,2022,68365
Ross,NHWA,2023,68193
Ross,TOM,2010,3161
Ross,TOM,2011,1644
Ross,TOM,2012,1682
Ross,TOM,2013,1751
Ross,TOM,2014,1775
Ross,TOM,2015,1822
Ross,TOM,2016,1878
Ross,TOM,2017,1944
Ross,TOM,2018,1962
Ross,TOM,2019,2072
Ross,TOM,2020,4261
Ross,TOM,2021,2130
Ross,TOM,2022,2195
Ross,TOM,2023,2304
Ross,TOT,2010,156192
Ross,TOT,2011,77594
Ross,TOT,2012,77359
Ross,TOT,2013,77299
Ross,TOT,2014,77116
Ross,TOT,2015,77067
Ross,TOT,2016,76888
Ross,TOT,2017,77299
Ross,TOT,2018,76859
Ross,TOT,2019,76613
Ross,TOT,2020,153469
Ross,TOT,2021,76500
Ross,TOT,2022,76508
Ross,TOT,2023,76501
Ross,WA,2010,142132
Ross,WA,2011,70631
Ross,WA,2012,70455
Ross,WA,2013,70313
Ross,WA,2014,70081
Ross,WA,2015,70020
Ross,WA,2016,69780
Ross,WA,2017,69953
Ross,WA,2018,69716
Ross,WA,2019,69470
Ross,WA,2020,139130
Ross,WA,2021,69405
Ross,WA,2022,69203
Ross,WA,2023,69046
Union,AA,2010,2942
Union,AA,2011,1527
Union,AA,2012,1531
Union,AA,2013,1617
Union,AA,2014,1818
Union,AA,2015,2020
Union,AA,2016,2216
Union,AA,2017,2407
Union,AA,2018,2700
Union,AA,2019,2989
Union,AA,2020,6630
Union,AA,2021,3648
Union,AA,2022,4006
Union,AA,2023,4643
Union,BA,2010,2514
Union,BA,2011,1331
Union,BA,2012,1215
Union,BA,2013,1284
Union,BA,2014,1311
Union,BA,2015,1349
Union,BA,2016,1451
Union,BA,2017,1475
Union,BA,2018,1497
Union,BA,2019,1533
Union,BA,2020,3351
Union,BA,2021,1870
Union,BA,2022,1889
Union,BA,2023,2125
Union,HAA,2010,19
Union,HAA,2011,11
Union,HAA,2012,11
Union,HAA,2013,11
Union,HAA,2014,11
Union,HAA,2015,12
Union,HAA,2016,12
Union,HAA,2017,13
Union,HAA,2018,12
Union,HAA,2019,13
Union,HAA,2020,24
Union,HAA,2021,11
Union,HAA,2022,10
Union,HAA,2023,17
Union,HBA,2010,71
Union,HBA,2011,36
Union,HBA,2012,41
Union,HBA,2013,44
Union,HBA,2014,42
Union,HBA,2015,52
Union,HBA,2016,56
Union,HBA,2017,54
Union,HBA,2018,57
Union,HBA,2019,53
Union,HBA,2020,105
Union,HBA,2021,76
Union,HBA,2022,110
Union,HBA,2023,115
Union,HIA,2010,24
Union,HIA,2011,13
Union,HIA,2012,19
Union,HIA,2013,20
Union,HIA,2014,23
Union,HIA,2015,25
Union,HIA,2016,26
Union,HIA,2017,30
Union,HIA,2018,29
Union,HIA,2019,28
Union,HIA,2020,57
Union,HIA,2021,28
Union,HIA,2022,31
Union,HIA,2023,42
Union,HNA,2010,5
Union,HNA,2011,3
Union,HNA,2012,3
Union,HNA,2013,3
Union,HNA,2014,3
Union,HNA,2015,3
Union,HNA,2016,3
Union,HNA,2017,3
Union,HNA,2018,3
Union,HNA,2019,3
Union,HNA,2020,7
Union,HNA,2021,3
Union,HNA,2022,3
Union,HNA,2023,3
Union,HTOM,2010,56
Union,HTOM,2011,28
Union,HTOM,2012,37
Union,HTOM,2013,41
Union,HTOM,2014,48
Union,HTOM,2015,48
Union,HTOM,2016,54
Union,HTOM,2017,63
Union,HTOM,2018,72
Union,HTOM,2019,86
Union,HTOM,2020,180
Union,HTOM,2021,89
Union,HTOM,2022,105
Union,HTOM,2023,108
Union,HWA,2010,1156
Union,HWA,2011,601
Union,HWA,2012,623
Union,HWA,2013,650
Union,HWA,2014,698
Union,HWA,2015,747
Union,HWA,2016,732
Union,HWA,2017,778
Union,HWA,2018,878
Union,HWA,2019,1007
Union,HWA,2020,2469
Union,HWA,2021,1632
Union,HWA,2022,1911
Union,HWA,2023,2274
Union,IA,2010,245
Union,IA,2011,122
Union,IA,2012,126
Union,IA,2013,124
Union,IA,2014,121
Union,IA,2015,123
Union,IA,2016,131
Union,IA,2017,134
Union,IA,2018,145
Union,IA,2019,150
Union,IA,2020,276
Union,IA,2021,145
Union,IA,2022,154
Union,IA,2023,162
Union,NHAA,2010,2923
Union,NHAA,2011,1516
Union,NHAA,2012,1520
Union,NHAA,2013,1606
Union,NHAA,2014,1807
Union,NHAA,2015,2008
Union,NHAA,2016,2204
Union,NHAA,2017,2394
Union,NHAA,2018,2688
Union,NHAA,2019,2976
Union,NHAA,2020,6606
Union,NHAA,2021,3637
Union,NHAA,2022,3996
Union,NHAA,2023,4626
Union,NHBA,2010,2443
Union,NHBA,2011,1295
Union,NHBA,2012,1174
Union,NHBA,2013,1240
Union,NHBA,2014,1269
Union,NHBA,2015,1297
Union,NHBA,2016,1395
Union,NHBA,2017,1421
Union,NHBA,2018,1440
Union,NHBA,2019,1480
Union,NHBA,2020,3246
Union,NHBA,2021,1794
Union,NHBA,2022,1779
Union,NHBA,2023,2010
Union,NHIA,2010,221
Union,NHIA,2011,109
Union,NHIA,2012,107
Union,NHIA,2013,104
Union,NHIA,2014,98
Union,NHIA,2015,98
Union,NHIA,2016,105
Union,NHIA,2017,104
Union,NHIA,2018,116
Union,NHIA,2019,122
Union,NHIA,2020,219
Union,NHIA,2021,117
Union,NHIA,2022,123
Union,NHIA,2023,120
Union,NHNA,2010,31
Union,NHNA,2011,16
Union,NHNA,2012,16
Union,NHNA,2013,15
Union,NHNA,2014,15
Union,NHNA,2015,15
Union,NHNA,2016,13
Union,NHNA,2017,14
Union,NHNA,2018,20
Union,NHNA,2019,16
Union,NHNA,2020,27
Union,NHNA,2021,13
Union,NHNA,2022,12
Union,NHNA,2023,17
Union,NHTOM,2010,1287
Union,NHTOM,2011,661
Union,NHTOM,2012,686
Union,NHTOM,2013,730
Union,NHTOM,2014,721
Union,NHTOM,2015,724
Union,NHTOM,2016,761
Union,NHTOM,2017,830
Union,NHTOM,2018,889
Union,NHTOM,2019,922
Union,NHTOM,2020,1993
Union,NHTOM,2021,1065
Union,NHTOM,2022,1151
Union,NHTOM,2023,1244
Union,NHWA,2010,96616
Union,NHWA,2011,48812
Union,NHWA,2012,48561
Union,NHWA,2013,48976
Union,NHWA,2014,49047
Union,NHWA,2015,49365
Union,NHWA,2016,50240
Union,NHWA,2017,51138
Union,NHWA,2018,51632
Union,NHWA,2019,52348
Union,NHWA,2020,108173
Union,NHWA,2021,56641
Union,NHWA,2022,57645
Union,NHWA,2023,59061
Union,TOM,2010,1343
Union,TOM,2011,689
Union,TOM,2012,723
Union,TOM,2013,771
Union,TOM,2014,769
Union,TOM,2015,772
Union,TOM,2016,815
Union,TOM,2017,893
Union,TOM,2018,961
Union,TOM,2019,1008
Union,TOM,2020,2173
Union,TOM,2021,1154
Union,TOM,2022,1256
Union,TOM,2023,1352
Union,TOT,2010,104852
Union,TOT,2011,53101
Union,TOT,2012,52798
Union,TOT,2013,53440
Union,TOT,2014,53782
Union,TOT,2015,54394
Union,TOT,2016,55601
Union,TOT,2017,56842
Union,TOT,2018,57836
Union,TOT,2019,59054
Union,TOT,2020,123106
Union,TOT,2021,65106
Union,TOT,2022,66876
Union,TOT,2023,69637
Union,WA,2010,97772
Union,WA,2011,49413
Union,WA,2012,49184
Union,WA,2013,49626
Union,WA,2014,49745
Union,WA,2015,50112
Union,WA,2016,50972
Union,WA,2017,51916
Union,WA,2018,52510
Union,WA,2019,53355
Union,WA,2020,110642
Union,WA,2021,58273
Union,WA,2022,59556
Union,WA,2023,61335
